em_arg_num,event_mention_id,event_mention_realis,event_mention_subtype,event_mention_type,event_mention_ways,file,hopper_id,label_polarity,trigger_context,trigger_length,trigger_offset,trigger_text
2,em-1670,actual,transportperson,movement,,4a3d067b19686b281e0beb437573a28c,h-1700,neg,"The other side has invaded with soldiers and tanks, decided what is allowed into the country and harasses people from the other side several times a day (when they cross checkpoints or the border).",7,4935,invaded
1,em-1800,actual,attack,conflict,,4a3d067b19686b281e0beb437573a28c,h-1821,neg,"Because they people they are supposedly being 'defending' themselves against are systematically having their rights taken away by Israeli foreign policy who insist they life in a state of complete autonomy with no world recognition or any equality - and for that matter, subjecting Palestinians to torture, regularly bombing schools and hospitals and refusing to allow them the basic tools and materials to rebuild their society and economy.",7,6046,bombing
1,em-1823,actual,attack,conflict,,4a3d067b19686b281e0beb437573a28c,h-1844,neg,"Because they people they are supposedly being 'defending' themselves against are systematically having their rights taken away by Israeli foreign policy who insist they life in a state of complete autonomy with no world recognition or any equality - and for that matter, subjecting Palestinians to torture, regularly bombing schools and hospitals and refusing to allow them the basic tools and materials to rebuild their society and economy.",7,6046,bombing
1,em-1846,actual,attack,conflict,,4a3d067b19686b281e0beb437573a28c,h-1867,neg,"Because they people they are supposedly being 'defending' themselves against are systematically having their rights taken away by Israeli foreign policy who insist they life in a state of complete autonomy with no world recognition or any equality - and for that matter, subjecting Palestinians to torture, regularly bombing schools and hospitals and refusing to allow them the basic tools and materials to rebuild their society and economy.",7,6027,torture
3,em-960,actual,execute,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-16,neg,"(H. Bedeau &amp; M. Radelet, ""Miscarriages of Justice in Potentially Capital Cases"" Stanford Law Review, 1987)Recent cases of possible mistaken execution* Virginia executed Joseph O'Dell on July 23, 1997 despite the existence of DNA evidence that could have proved O'Dell's innocence.",8,1300,executed
4,em-981,actual,execute,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-946,neg,"* Texas executed Jesse Jacobs on January 4, 1995 despite the prosecution's admission that arguments they made at Jacobs' trial were false.",8,1606,executed
1,em-1002,actual,convict,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-948,neg,"Jacobs was convicted after the state introduced evidence that he, rather than his co-defendant, pulled the trigger on the day of the murder.",9,1748,convicted
1,em-1065,actual,convict,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-954,neg,Numerous other pieces of new evidence also threw doubt on his conviction.,10,2735,conviction
1,em-1202,actual,execute,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-1223,neg,"- Supreme Court Justice William J. Brennan Jr. 1994Innocent people are on death row and have been executed* More than 110 people have been exonerated from death row since 1972, including 22 from the state of Florida alone.",8,456,executed
2,em-1228,actual,acquit,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-1249,pos,"- Supreme Court Justice William J. Brennan Jr. 1994Innocent people are on death row and have been executed* More than 110 people have been exonerated from death row since 1972, including 22 from the state of Florida alone.",10,499,exonerated
2,em-1257,actual,execute,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-1285,neg,(American Civil Liberties Union)* A study identified 23 instances in the last century in which a person with an extraordinarily strong case of innocence had been executed by the government.,8,1104,executed
1,em-1310,actual,trialhearing,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-1331,neg,"* Texas executed Jesse Jacobs on January 4, 1995 despite the prosecution's admission that arguments they made at Jacobs' trial were false.",5,1719,trial
1,em-1631,actual,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-1652,neg,California acquired the death penalty shortly after the Manson murders because people here were so appalled and outraged at the atrocities these monsters did that nothing short of death seemed appropriate.,7,3914,murders
2,em-1972,other,execute,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-2000,neg,"On the federal level, 3.5% of persons whom the Attorney General has attempted to execute have been innocent.",7,781,execute
3,em-2159,other,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2074,neg,"On the federal level, 3.5% of persons whom the Attorney General has attempted to execute have been innocent.",7,781,execute
1,em-2076,actual,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2097,neg,"- Supreme Court Justice William J. Brennan Jr. 1994Innocent people are on death row and have been executed* More than 110 people have been exonerated from death row since 1972, including 22 from the state of Florida alone.",8,456,executed
1,em-2209,actual,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2251,neg,(American Civil Liberties Union)* A study identified 23 instances in the last century in which a person with an extraordinarily strong case of innocence had been executed by the government.,8,1104,executed
3,em-2276,actual,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2311,neg,"(H. Bedeau &amp; M. Radelet, ""Miscarriages of Justice in Potentially Capital Cases"" Stanford Law Review, 1987)Recent cases of possible mistaken execution* Virginia executed Joseph O'Dell on July 23, 1997 despite the existence of DNA evidence that could have proved O'Dell's innocence.",8,1300,executed
3,em-2322,actual,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2357,neg,"* Texas executed Jesse Jacobs on January 4, 1995 despite the prosecution's admission that arguments they made at Jacobs' trial were false.",8,1606,executed
3,em-2454,actual,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2489,neg,"* Texasexecuted Robert Nelson Drew on August 2, 1994 after refusing to give him a new hearing after another man signed an affidavit in which he confessed to the murder, thereby exonerating Drew.",13,2259,Texasexecuted
4,em-2491,actual,execute,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-2533,neg,"* Texasexecuted Robert Nelson Drew on August 2, 1994 after refusing to give him a new hearing after another man signed an affidavit in which he confessed to the murder, thereby exonerating Drew.",13,2259,Texasexecuted
3,em-1107,actual,execute,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-2607,neg,"According to the Supreme Court, however, that proof was not sufficient to stop his execution because of the late stage of his appeal.",9,2830,execution
1,em-1580,other,execute,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-2607,neg,A former Texas judge submitted an affidavit stating that another man had confessed to the crime for which Herrera was facing execution.,9,2662,execution
3,em-2572,actual,execute,justice,,4deb48e2b0ab194ce37c1bd31c73586a,h-2607,neg,* Texasexecuted Leonel Herrera in 1993 despite compelling evidence of his innocence.,13,2454,Texasexecuted
3,em-2609,actual,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2665,neg,* Texasexecuted Leonel Herrera in 1993 despite compelling evidence of his innocence.,13,2454,Texasexecuted
1,em-2679,other,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2665,neg,A former Texas judge submitted an affidavit stating that another man had confessed to the crime for which Herrera was facing execution.,9,2662,execution
1,em-2700,other,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2665,neg,"According to the Supreme Court, however, that proof was not sufficient to stop his execution because of the late stage of his appeal.",9,2830,execution
3,em-2758,actual,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2793,neg,* Virginiaexecuted Roger Keith Coleman in 1992.,16,2883,Virginiaexecuted
2,em-2805,actual,die,life,,4deb48e2b0ab194ce37c1bd31c73586a,h-2793,neg,No court ever fully reviewed the evidence of his innocence prior to his execution.,9,3565,execution
2,em-2976,actual,transportperson,movement,,4deb48e2b0ab194ce37c1bd31c73586a,h-2997,pos,"I think the 3 strikes law has worked in that 2 strikers have left the state, so if they got caught again they wouldn't spend life in prison.",4,4439,left
1,em-3053,actual,attack,conflict,,4deb48e2b0ab194ce37c1bd31c73586a,h-3074,neg,California acquired the death penalty shortly after the Manson murders because people here were so appalled and outraged at the atrocities these monsters did that nothing short of death seemed appropriate.,7,3914,murders
1,em-587,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-16,neg,"AIG gets bailed out, then gives multi-million dollar bonuses in the very same year.",10,1134,bailed out
1,em-608,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-16,neg,"AIG gets bailed out, then gives multi-million dollar bonuses in the very same year.",10,3500,bailed out
1,em-629,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-583,neg,"AIG gets bailed out, then gives multi-million dollar bonuses in the very same year.",5,1151,gives
1,em-650,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-583,neg,"AIG gets bailed out, then gives multi-million dollar bonuses in the very same year.",5,3517,gives
1,em-671,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-585,neg,The lawmakers choice to bail out the banks is an entirely separate issue of accountability.,8,2632,bail out
1,em-692,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-585,neg,The lawmakers choice to bail out the banks is an entirely separate issue of accountability.,8,4998,bail out
1,em-910,generic,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-931,neg,"Average American has his house foreclosed on by the very banks he is paying to bail out, and wants answers and recompense.",6,1299,paying
1,em-1092,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-931,neg,"Average American has his house foreclosed on by the very banks he is paying to bail out, and wants answers and recompense.",6,3665,paying
1,em-1029,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-1050,pos,Not the people that want them to pay their share of the tax burden which they very much are responsible for.,3,1548,pay
1,em-1756,other,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-1050,neg,Not the people that want them to pay their share of the tax burden which they very much are responsible for.,3,3914,pay
1,em-1206,other,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-1234,neg,But don't demand fellow Citizens/Taxpayers pay for your mistakes.,3,5913,pay
1,em-1636,other,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-1234,neg,But don't demand your fellow Citizens pay for your own mistakes or problems with Banks.,3,4553,pay
1,em-1729,other,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-1234,neg,But don't demand your fellow Citizens pay for your own mistakes or problems with Banks.,3,2187,pay
1,em-1238,other,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-1236,neg,But don't demand fellow Citizens/Taxpayers pay for your mistakes.,3,5913,pay
1,em-1428,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-1449,neg,"So to clarify, bankers/investors/lobbyist take knowingly absurd risks and engage in frivolous and unwarranted spending with money people have entrusted them as their futures (home, retirement, college, etc).",8,2435,spending
1,em-1497,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-1449,neg,"So to clarify, bankers/investors/lobbyist take knowingly absurd risks and engage in frivolous and unwarranted spending with money people have entrusted them as their futures (home, retirement, college, etc).",8,4801,spending
1,em-1451,actual,transfermoney,transaction,voluntary,4df3dfff1ee1683ac6e1c2ea24ce2589,h-1472,neg,"So to clarify, bankers/investors/lobbyist take knowingly absurd risks and engage in frivolous and unwarranted spending with money people have entrusted them as their futures (home, retirement, college, etc).",8,2435,spending
