content,file,entity_id,entity_type,entity_specificity,mention_id,mention_text,mention_type,mention_offset,label_polarity
"I knew this from years ago, but dumb toots like Cali-Girl could have easily googled such.I'll break my rules and do her homework for her just this once:

Murdoch, the son of Sir Keith Murdoch (18861952), a famous Australian war correspondent and publisher, studied at Worcester College, Oxford (M.A., 1953), and briefly worked as an editor on Lord Beaverbrook's London Daily Express, where he first gained practical experience in the sensationalist journalism that would be a major influence early in his career as a publisher.His father having died, he returned to Australia in 1954 to take over his inheritance, the Sunday Mail and The News, both of Adelaide",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-162,her,PRO,1150,neg
"

No one is denying Murdoch's successes, but a ""self made man"" isn't handed TWO successful newspapers to start building his empire.Like all ignorant neocon/teabagger blowhards, once Cali-Girl is proven wrong, she suddenly states that she doesn't care about the very subject she so ardently sounds off about.But again, only a complete idiot would try to make The Sunday Mail the equivalent to a local Penny Saver.",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-168,Cali-Girl,NAM,2002,neg
"

No one is denying Murdoch's successes, but a ""self made man"" isn't handed TWO successful newspapers to start building his empire.Like all ignorant neocon/teabagger blowhards, once Cali-Girl is proven wrong, she suddenly states that she doesn't care about the very subject she so ardently sounds off about.But again, only a complete idiot would try to make The Sunday Mail the equivalent to a local Penny Saver.",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-174,she,PRO,2029,neg
"

No one is denying Murdoch's successes, but a ""self made man"" isn't handed TWO successful newspapers to start building his empire.Like all ignorant neocon/teabagger blowhards, once Cali-Girl is proven wrong, she suddenly states that she doesn't care about the very subject she so ardently sounds off about.But again, only a complete idiot would try to make The Sunday Mail the equivalent to a local Penny Saver.",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-180,she,PRO,2054,neg
"

No one is denying Murdoch's successes, but a ""self made man"" isn't handed TWO successful newspapers to start building his empire.Like all ignorant neocon/teabagger blowhards, once Cali-Girl is proven wrong, she suddenly states that she doesn't care about the very subject she so ardently sounds off about.But again, only a complete idiot would try to make The Sunday Mail the equivalent to a local Penny Saver.",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-186,she,PRO,2094,neg
"But again, only a complete idiot would try to make The Sunday Mail the equivalent to a local Penny Saver.But that's our Cali-Girl...who's beating the dead horse of my error in putting Australia in the UK despite my conceding and admitting such.Probably the only orgasm the little fool will have this year.",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-192,Cali-Girl,NAM,2250,neg
"

Ahhh, the final gasp by a defeated neocon/teabagger toadie!Riddle me this, Cali-Girl...if you don't give a rat's ass about the subject at hand, then why devote so much time and effort in trying to disprove what I wrote?Why do you stubbornly keep parroting the same old Limbaugh lines when you KNOW you've been logically and factually proven wrong?",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-210,Cali-Girl,NAM,2758,neg
"

Ahhh, the final gasp by a defeated neocon/teabagger toadie!Riddle me this, Cali-Girl...if you don't give a rat's ass about the subject at hand, then why devote so much time and effort in trying to disprove what I wrote?Why do you stubbornly keep parroting the same old Limbaugh lines when you KNOW you've been logically and factually proven wrong?",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-216,you,PRO,2773,neg
"Riddle me this, Cali-Girl...if you don't give a rat's ass about the subject at hand, then why devote so much time and effort in trying to disprove what I wrote?Why do you stubbornly keep parroting the same old Limbaugh lines when you KNOW you've been logically and factually proven wrong?Are you having a psychotic break?",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-222,you,PRO,2910,neg
"Riddle me this, Cali-Girl...if you don't give a rat's ass about the subject at hand, then why devote so much time and effort in trying to disprove what I wrote?Why do you stubbornly keep parroting the same old Limbaugh lines when you KNOW you've been logically and factually proven wrong?Are you having a psychotic break?",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-228,you,PRO,2973,neg
"Riddle me this, Cali-Girl...if you don't give a rat's ass about the subject at hand, then why devote so much time and effort in trying to disprove what I wrote?Why do you stubbornly keep parroting the same old Limbaugh lines when you KNOW you've been logically and factually proven wrong?Are you having a psychotic break?",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-234,you,PRO,2982,neg
Why do you stubbornly keep parroting the same old Limbaugh lines when you KNOW you've been logically and factually proven wrong?Are you having a psychotic break?Fucking stupid?,389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-240,you,PRO,3036,neg
"Stubborn AND Fucking stupid?Or do you just have an axe to grind with me personally?Tell you what, if you truly don't care, then STFU, put me on IA and save yourself the trouble.",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-246,you,PRO,3117,neg
"Or do you just have an axe to grind with me personally?Tell you what, if you truly don't care, then STFU, put me on IA and save yourself the trouble.But if you don't, then my assessments of you are pretty much on target, and I won't have to waste any more time on you on this thread.",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-252,you,PRO,3172,neg
"Or do you just have an axe to grind with me personally?Tell you what, if you truly don't care, then STFU, put me on IA and save yourself the trouble.But if you don't, then my assessments of you are pretty much on target, and I won't have to waste any more time on you on this thread.",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-258,you,PRO,3185,neg
"Or do you just have an axe to grind with me personally?Tell you what, if you truly don't care, then STFU, put me on IA and save yourself the trouble.But if you don't, then my assessments of you are pretty much on target, and I won't have to waste any more time on you on this thread.",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-264,yourself,PRO,3240,neg
"Tell you what, if you truly don't care, then STFU, put me on IA and save yourself the trouble.But if you don't, then my assessments of you are pretty much on target, and I won't have to waste any more time on you on this thread.Adios, muchacha!",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-270,you,PRO,3269,neg
"Tell you what, if you truly don't care, then STFU, put me on IA and save yourself the trouble.But if you don't, then my assessments of you are pretty much on target, and I won't have to waste any more time on you on this thread.Adios, muchacha!",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-276,you,PRO,3303,neg
"Tell you what, if you truly don't care, then STFU, put me on IA and save yourself the trouble.But if you don't, then my assessments of you are pretty much on target, and I won't have to waste any more time on you on this thread.Adios, muchacha!",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-282,you,PRO,3377,neg
"But if you don't, then my assessments of you are pretty much on target, and I won't have to waste any more time on you on this thread.Adios, muchacha!None",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-288,muchacha,NAM,3404,neg
But that's our Cali-Girl...who's beating the dead horse of my error in putting Australia in the UK despite my conceding and admitting such.Probably the only orgasm the little fool will have this year.Carry on.,389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-294,the little fool,NOM,2400,neg
"But again, only a complete idiot would try to make The Sunday Mail the equivalent to a local Penny Saver.But that's our Cali-Girl...who's beating the dead horse of my error in putting Australia in the UK despite my conceding and admitting such.Probably the only orgasm the little fool will have this year.",389c70a4859f7528cc6e8b84c10766d7,ent-8,PER,specific,m-300,who,PRO,2262,neg
"Like all ignorant neocon/teabagger blowhards, once Cali-Girl is proven wrong, she suddenly states that she doesn't care about the very subject she so ardently sounds off about.But again, only a complete idiot would try to make The Sunday Mail the equivalent to a local Penny Saver.But that's our Cali-Girl...who's beating the dead horse of my error in putting Australia in the UK despite my conceding and admitting such.",389c70a4859f7528cc6e8b84c10766d7,ent-1289,PER,nonspecific,m-1277,a complete idiot,NOM,2144,neg
"

No one is denying Murdoch's successes, but a ""self made man"" isn't handed TWO successful newspapers to start building his empire.Like all ignorant neocon/teabagger blowhards, once Cali-Girl is proven wrong, she suddenly states that she doesn't care about the very subject she so ardently sounds off about.But again, only a complete idiot would try to make The Sunday Mail the equivalent to a local Penny Saver.",389c70a4859f7528cc6e8b84c10766d7,ent-1274,PER,nonspecific,m-1268,all ignorant neocon/teabagger blowhards,NOM,1956,neg
"The Sunday Mail is a standard MAJOR paper in Australia...90 years and standing.I knew this from years ago, but dumb toots like Cali-Girl could have easily googled such.I'll break my rules and do her homework for her just this once:

Murdoch, the son of Sir Keith Murdoch (18861952), a famous Australian war correspondent and publisher, studied at Worcester College, Oxford (M.A., 1953), and briefly worked as an editor on Lord Beaverbrook's London Daily Express, where he first gained practical experience in the sensationalist journalism that would be a major influence early in his career as a publisher.",389c70a4859f7528cc6e8b84c10766d7,ent-1337,PER,nonspecific,m-1322,dumb toots,NOM,1048,neg
2.Speak to a solicitor.None,39280a4d31d81837e17469e18a854116,ent-1015,PER,specific,m-1009,a solicitor,NOM,1388,pos
"None
got a solicitor but it doesn't seem to move forwardNone",39280a4d31d81837e17469e18a854116,ent-27,PER,specific,m-447,a solicitor,NOM,1476,neg
"
Hi Pimky,

Im sorry your having such a rough time at the moment, ex's can be a nightmare!My husband has been going through courts trying to see his daughter for the past 8 years and basically most judges will want the children to have stability, The judge granted us access every other weekend from Fri after school to Sun afternoon which is what your ex was having so i think that is acceptable,

If you explain to your lawyer that you want your children to see their dad every other weekend as before then its likely his laywer will say there isnt really any point in going to court as you are allowing access, Your ex may try and get a little more access and this can result in letters between laywers

It also looks good for you that he didnt attend mediation, It makes HIM look unreansonable

If he doesnt have parental responsability and you are fine with him having it then ask your lawyer to sort it out, My husband has parental responsability of his daughter and basically all in means is that he will be informed if god forbid my step daughter was in and accident, He can contact her school for information about attendance etc

Dont worry about SS if he does call them they may come and see you but if you are coping and the kids are safe then they wont get involved

Good luck and keep your chin upNone",39280a4d31d81837e17469e18a854116,ent-27,PER,specific,m-459,your lawyer,NOM,2484,pos
