em_arg_context,em_arg_entity_specificity,em_arg_entity_type,em_arg_id,em_arg_is_filler,em_arg_mention_id,em_arg_mention_length,em_arg_mention_noun_type,em_arg_mention_offset,em_arg_role,em_arg_text,event_mention_id,file,hopper_id
"Colson authored the 1971 memo listing Nixon's major political opponents, later known as Nixon's Enemies List.A quip that ""Colson would walk over his own grandmother if necessary"" mutated into claims in news stories that Colson had boasted that he would run over his own grandmother to re-elect Nixon.In a February 13, 1973 conversation, Colson told Nixon that he had always had a little prejudice. Plotz reports that Colson sought to hire Teamsters thugs to beat up anti-war demonstrators.Colson also proposed firebombing the Brookings Institution and stealing politically damaging documents while firefighters put the fire out.Colson's voice, from archives from April 1969, was heard in the 2004 movie Going Upriver deprecating the anti-war efforts of John Kerry.Colson's orders were to ""destroy the young demagogue before he becomes another Ralph Nader.""In a phone conversation with Nixon on April 28, 1971, Colson said, ""This fellow Kerry that they had on last week...He turns out to be really quite a phony.""",specific,ORG,ent-209,0,m-203,21,NAM,597,target,Brookings Institution,em-1049,cb156ad2a5458fabc9e093b6b5e0f97f,h-1070
"Colson authored the 1971 memo listing Nixon's major political opponents, later known as Nixon's Enemies List.A quip that ""Colson would walk over his own grandmother if necessary"" mutated into claims in news stories that Colson had boasted that he would run over his own grandmother to re-elect Nixon.In a February 13, 1973 conversation, Colson told Nixon that he had always had a little prejudice. Plotz reports that Colson sought to hire Teamsters thugs to beat up anti-war demonstrators.Colson also proposed firebombing the Brookings Institution and stealing politically damaging documents while firefighters put the fire out.Colson's voice, from archives from April 1969, was heard in the 2004 movie Going Upriver deprecating the anti-war efforts of John Kerry.Colson's orders were to ""destroy the young demagogue before he becomes another Ralph Nader.""In a phone conversation with Nixon on April 28, 1971, Colson said, ""This fellow Kerry that they had on last week...He turns out to be really quite a phony.""",None ,weapon,f-1426,1,None,11,None,581,instrument,firebombing,em-1049,cb156ad2a5458fabc9e093b6b5e0f97f,h-1070
"3.Post it everywhere Rec4.I thought G. Gordon Liddy proposed firebombing Brookings5.He's a dead snake Fuck himHe was always a conservative, never a people's person and always for stupid obstacle courses that only the truly stupid would try...",specific,ORG,ent-209,0,m-770,9,NAM,2913,target,Brookings,em-1401,cb156ad2a5458fabc9e093b6b5e0f97f,h-1070
"3.Post it everywhere Rec4.I thought G. Gordon Liddy proposed firebombing Brookings5.He's a dead snake Fuck himHe was always a conservative, never a people's person and always for stupid obstacle courses that only the truly stupid would try...",None ,weapon,f-1433,1,None,11,None,2901,instrument,firebombing,em-1401,cb156ad2a5458fabc9e093b6b5e0f97f,h-1070
"Colson authored the 1971 memo listing Nixon's major political opponents, later known as Nixon's Enemies List.A quip that ""Colson would walk over his own grandmother if necessary"" mutated into claims in news stories that Colson had boasted that he would run over his own grandmother to re-elect Nixon.In a February 13, 1973 conversation, Colson told Nixon that he had always had a little prejudice. Plotz reports that Colson sought to hire Teamsters thugs to beat up anti-war demonstrators.Colson also proposed firebombing the Brookings Institution and stealing politically damaging documents while firefighters put the fire out.Colson's voice, from archives from April 1969, was heard in the 2004 movie Going Upriver deprecating the anti-war efforts of John Kerry.Colson's orders were to ""destroy the young demagogue before he becomes another Ralph Nader.""In a phone conversation with Nixon on April 28, 1971, Colson said, ""This fellow Kerry that they had on last week...He turns out to be really quite a phony.""",None ,commodity,f-1089,1,None,30,None,632,thing,politically damaging documents,em-1072,cb156ad2a5458fabc9e093b6b5e0f97f,h-1114
"I know I may be stepping into a minefield here but I have to ask this.I was listening to NPR on the way to work today and one of their reporters was at a celebration that Huckabee held after winning in Iowa.The reporter was clearly next to a female who was praying in a loud, almost ranting type of way, asking God to lift up Mike Huckabee, etc etc and asking God to make sure that Huckabee is proud of being a pastor and how we are to select leaders who are spiritual, etc.I would have given anything to see a videotape of itThe press can do a remarkable job of taking even the most innocuous instance and sometimes just by broadcasting it, make it look really bad.This was one of those cases.I asked some fellow Christians about a thesis that was forming in my mind about the possibility of Huckabee being elected.I specifically asked if we, as Christians, have become so pious that we believe that the only person who can lead this country is an ordained Baptist minister.",nonspecific,ORG,ent-185,0,m-179,9,NOM,594,entity,The press,em-1531,cca700aed62fd497e64e507752409b41,h-1552
"I specifically asked if we, as Christians, have become so pious that we believe that the only person who can lead this country is an ordained Baptist minister.I mean, think about that for a second.The field is wide open, yet why is it that the Christians pile on Mike Huckabee's wagon and openly snub other people, like Mitt Romney?It would be wrong of us to issue a call to Mitt Romney to be the pastor of First Baptist church.Clearly he does not share our doctrine.But does that mean that we shouldn't support him?Or what about Giuliani?",nonspecific,PER,ent-272,0,m-350,2,PRO,1244,entity,us,em-1623,cca700aed62fd497e64e507752409b41,h-1644
"It seems like the whole thing is fdrom Mommy's POV.I think she may have just seen a cool opportunity to make a quick 200 grand.On the other hand...what kind of police dept does this place have?I would have felt a little strange dishing out that punishment.Sounds like we have a cop who likes to spank teenaged boys.muzikdude, I'm with you on feeling wierd about the cop.I suspect the cop is enjoying the spanking.",specific,PER,ent-116,0,m-176,1,PRO,818,attacker,I,em-1491,cf88887857b155d8822f82cad3597744,h-1364
"yeah somethings fishy because fines for speeding tickets are a source of revenue for the town.why'd they give that away and tie up a cops hours in one shot is stupid...what kind of police dept does this place have?I would have felt a little strange dishing out that punishment.Sounds like we have a cop who likes to spank teenaged boys.Yeah, anybody else catch the pants-down aspect?This was a sexual assault.",specific,PER,ent-116,0,m-305,1,PRO,1525,attacker,I,em-1609,cf88887857b155d8822f82cad3597744,h-1364
"Thanks, Robert.Heck yeah!I think it is hilarious and they should take up the policy.Most kids my age are brash and arrogant and could probably use a paddling.Yeah, at first glance I found the idea to be quite funny.Then I read the article and the mother saying her son, no wait child, was ""tramatized"".Yeah, then they called the 16 guy a ""child"".",nonspecific,PER,ent-548,0,m-542,16,NOM,3135,target,Most kids my age,em-1812,cf88887857b155d8822f82cad3597744,h-1364
"I think she may have just seen a cool opportunity to make a quick 200 grand.On the other hand...what kind of police dept does this place have?I would have felt a little strange dishing out that punishment.Sounds like we have a cop who likes to spank teenaged boys.muzikdude, I'm with you on feeling wierd about the cop.I suspect the cop is enjoying the spanking.yeah somethings fishy because fines for speeding tickets are a source of revenue for the town.",specific,PER,ent-86,0,m-182,38,NOM,902,attacker,a cop who likes to spank teenaged boys,em-1512,cf88887857b155d8822f82cad3597744,h-1540
"I think she may have just seen a cool opportunity to make a quick 200 grand.On the other hand...what kind of police dept does this place have?I would have felt a little strange dishing out that punishment.Sounds like we have a cop who likes to spank teenaged boys.muzikdude, I'm with you on feeling wierd about the cop.I suspect the cop is enjoying the spanking.yeah somethings fishy because fines for speeding tickets are a source of revenue for the town.",nonspecific,PER,ent-197,0,m-191,13,NOM,927,target,teenaged boys,em-1512,cf88887857b155d8822f82cad3597744,h-1540
